,Competition,Strength training,Recovery,Supplements,Cardiovascular training,Physiotherapy,Cancelled enrollment_False,Cancelled enrollment_True,Past injuries_False,Past injuries_True
0,0.3333333333333333,0.3589225589225589,0.06813223695250882,0.3913913913913914,0.2482412060301508,0.028894472361809045,1.0,0.0,0.0,1.0
1,0.3333333333333333,0.03995510662177329,0.015103205235777815,0.06606606606606606,0.005527638190954774,0.001256281407035176,1.0,0.0,0.0,1.0
2,0.6666666666666666,0.03546576879910213,0.07987917435811379,0.1841841841841842,0.002763819095477387,0.0,1.0,0.0,0.0,1.0
3,0.6666666666666666,0.16924803591470258,0.08826984393354591,0.7287287287287287,0.00678391959798995,0.08668341708542714,1.0,0.0,0.0,1.0
4,0.3333333333333333,0.0675645342312009,0.02936734351401242,0.15715715715715717,0.08542713567839197,0.008793969849246231,1.0,0.0,0.0,1.0
5,1.0,0.013916947250280583,0.05571404598086928,0.05405405405405406,0.010552763819095479,0.0,1.0,0.0,0.0,1.0
6,0.3333333333333333,0.011896745230078564,0.01963416680651116,0.05905905905905906,0.020854271356783922,0.0,0.0,1.0,0.0,1.0
7,0.6666666666666666,0.021099887766554432,0.0030206410471555634,0.07707707707707707,0.05,0.0,1.0,0.0,1.0,0.0
8,0.6666666666666666,0.039730639730639734,0.03356267830172848,0.1831831831831832,0.3077889447236181,0.0,1.0,0.0,1.0,0.0
9,0.3333333333333333,0.7497194163860831,0.11109246517872128,0.5835835835835835,0.2884422110552764,0.08793969849246232,1.0,0.0,0.0,1.0
10,1.0,0.007856341189674524,0.015271018627286458,0.036036036036036036,0.0002512562814070352,0.0,1.0,0.0,1.0,0.0
11,0.0,0.007407407407407408,0.0,0.013013013013013013,0.0,0.0,1.0,0.0,0.0,1.0
12,0.6666666666666666,0.010774410774410775,0.0035240812216814905,0.04204204204204204,0.0005025125628140704,0.0,0.0,1.0,1.0,0.0
13,0.3333333333333333,0.11245791245791247,0.078368853834536,0.36736736736736736,0.28592964824120604,0.007537688442211055,1.0,0.0,0.0,1.0
14,0.6666666666666666,0.026262626262626262,0.043799295183755665,0.27927927927927926,0.00577889447236181,0.10552763819095477,1.0,0.0,1.0,0.0
15,1.0,0.015488215488215488,0.003356267830172848,0.06306306306306306,0.014572864321608042,0.0,1.0,0.0,1.0,0.0
16,0.6666666666666666,0.052749719416386086,0.0001678133915086424,0.07807807807807808,0.1834170854271357,0.0,1.0,0.0,0.0,1.0
17,0.0,0.5149270482603816,0.22352743748951168,0.13613613613613612,0.06055276381909548,0.8366834170854272,1.0,0.0,0.0,1.0
18,0.6666666666666666,0.03681257014590348,0.06712535660345696,0.12412412412412413,0.0015075376884422112,0.0,1.0,0.0,0.0,1.0
19,0.6666666666666666,0.005836139169472503,0.0036918946131901326,0.002002002002002002,0.0002512562814070352,0.0,0.0,1.0,1.0,0.0
20,0.3333333333333333,0.2830527497194164,0.047155563013928516,0.45145145145145144,0.18241206030150756,0.06407035175879397,1.0,0.0,0.0,1.0
21,0.6666666666666666,0.01840628507295174,0.001678133915086424,0.022022022022022022,0.038944723618090454,0.0,0.0,1.0,1.0,0.0
22,0.6666666666666666,0.05454545454545454,0.044302735358281595,0.15315315315315314,0.010552763819095479,0.04648241206030151,1.0,0.0,1.0,0.0
23,0.6666666666666666,0.015039281705948373,0.0,0.04204204204204204,0.24974874371859299,0.0,1.0,0.0,1.0,0.0
24,0.6666666666666666,0.0024691358024691358,0.000839066957543212,0.012012012012012012,0.0535175879396985,0.0,0.0,1.0,1.0,0.0
25,1.0,0.19528619528619529,0.03289142473569391,0.026026026026026026,0.024874371859296484,0.0,1.0,0.0,1.0,0.0
26,0.6666666666666666,0.009427609427609427,0.0035240812216814905,0.07707707707707707,0.0,0.02512562814070352,0.0,1.0,0.0,1.0
27,0.3333333333333333,0.3122334455667789,0.025339822117805003,0.2882882882882883,0.15326633165829148,0.032663316582914576,1.0,0.0,0.0,1.0
28,1.0,0.0024691358024691358,0.009565363315992616,0.026026026026026026,0.020603015075376888,0.0,1.0,0.0,1.0,0.0
29,1.0,0.015937149270482603,0.4760865917100185,0.07307307307307308,0.1271356783919598,0.0,1.0,0.0,1.0,0.0
31,0.3333333333333333,0.0707070707070707,0.12049001510320524,0.23923923923923923,0.08894472361809046,0.01507537688442211,0.0,1.0,0.0,1.0
32,0.3333333333333333,0.05454545454545454,0.029031716730995135,0.11311311311311312,0.041206030150753775,0.01884422110552764,0.0,1.0,0.0,1.0
33,1.0,0.0029180695847362513,0.018459473065950666,0.02102102102102102,0.0,0.0,0.0,1.0,1.0,0.0
34,0.6666666666666666,0.030078563411896745,0.3337808357106897,0.21421421421421422,0.378140703517588,0.0,1.0,0.0,1.0,0.0
35,0.3333333333333333,0.3090909090909091,0.07064943782513845,0.4094094094094094,0.21984924623115581,0.05025125628140704,1.0,0.0,0.0,1.0
36,1.0,0.009427609427609427,0.047826816579963086,0.057057057057057055,0.02889447236180905,0.0,1.0,0.0,0.0,1.0
37,0.6666666666666666,0.013468013468013467,0.01392851149521732,0.03403403403403403,0.0010050251256281408,0.04020100502512563,0.0,1.0,1.0,0.0
38,0.6666666666666666,0.024242424242424242,0.03138110421211613,0.17617617617617617,0.0035175879396984926,0.03768844221105528,1.0,0.0,1.0,0.0
39,0.6666666666666666,0.05454545454545454,0.045645242490350735,0.24824824824824826,0.005276381909547739,0.04899497487437186,0.0,1.0,1.0,0.0
40,1.0,0.013692480359147026,0.009733176707501259,0.07207207207207207,0.01834170854271357,0.0,1.0,0.0,1.0,0.0
41,0.6666666666666666,0.06015712682379349,0.013425071320691392,0.07907907907907907,0.04974874371859297,0.0,1.0,0.0,1.0,0.0
42,0.3333333333333333,0.017732884399551067,0.0023493874811209934,0.024024024024024024,0.0,0.0,1.0,0.0,1.0,0.0
43,0.6666666666666666,0.01840628507295174,0.021815740896123512,0.056056056056056056,0.0020100502512562816,0.0,1.0,0.0,0.0,1.0
44,0.6666666666666666,0.019528619528619527,0.005202215136767914,0.12312312312312312,0.05904522613065327,0.0,1.0,0.0,1.0,0.0
45,0.0,0.07631874298540965,0.019801980198019802,0.004004004004004004,0.020351758793969853,0.0,1.0,0.0,1.0,0.0
46,0.6666666666666666,0.027833894500561167,0.01963416680651116,0.26726726726726724,0.004773869346733669,0.007537688442211055,1.0,0.0,1.0,0.0
47,0.6666666666666666,0.016835016835016835,0.06276220842423226,0.10510510510510511,0.0002512562814070352,0.11683417085427136,1.0,0.0,0.0,1.0
48,0.0,0.11470258136924803,0.06595066286289647,0.07907907907907907,0.04095477386934674,0.24246231155778894,1.0,0.0,0.0,1.0
49,1.0,0.024915824915824916,0.017956032891424736,0.06606606606606606,0.021356783919597992,0.0,1.0,0.0,0.0,1.0
50,0.3333333333333333,0.0388327721661055,0.019130726631985232,0.06406406406406406,0.0012562814070351761,0.0,0.0,1.0,1.0,0.0
